,26,KATHAKA ,,,,,,,,
,27,KANGONDI ,,,,,,,,
,28,MASII ,,,,,,,,
,29,KAVUMBU ,,,,,,,,
,30,KIUMO ,,,,,,,,
,31,KASOLONGO,,,,,,,,
,32,MAMIWILI ,,,,,,,,
,33,KIIHANGANI ,,,,,,,,
,34,KIPANDINI ,TX ,,,,,,,
MUTHETHENI ,35,IIANI TC ,,,MIU BOYS SEC ,,,MIU HEALTH CENTRE ,,
,36,MIU MKT ,,,KIUUKUNI SEC ,,,MUTHETHENI H/C ,,
,37,KIKULUMI TC ,,,ST MARTIN SEC ,,,KISOLA DISP ,,
,38,MINANTHONI TC ,,,NGAMBA SEC ,,,,,
,39,KYETHIVO MKT ,,,KIMUUNI SEC ,,,,,
,40,NGAMBA TC ,,,MUTHETHENI GIRLS SEC ,,,,,
,41,UTALII TC ,,,MUTHETHENI MIXED SEC ,,,,,
,42,KAEWA TC ,,,KYETHIVO GIRLS SEC ,,,,,
,43,YANGILA TC ,,,UKALANI MIXED SEC,,,,,
,44,KITHIANIO TC ,,,MBAANI MIXED SEC ,,,,,
,45,UKALANI TC ,,,NGENDA POLY ,,,,,
,46,KIONYWENI TC,,,KIONYWENI SEC ,,,,,
,47,MBAANI TC ,,,,,,,,
,48,KANGEMI TC ,,,,,,,,
,49,KALIAMBEU TC ,,,,,,,,
,50,KIKULUMI TC ,,,,,,,,
,51,KYAANI TC ,,,,,,,,
WAMUNYU ,52,WAMUNYU MKT ,,,MBAIKINI SEC ,,,WAMUNYU HEALTH CENTRE ,,
,53,YATHUI ,,,NYAANI SEC ,,,KILEMBWA DISP ,,
,54,KIKASO ,,,MAKAALU DAY SEC ,,,,,
,55,KYAMATULA ,,,LEMA GIRLS SEC ,,,,,
,56,MIONDONI ,,,MULU SEC ,,,,,
,57,MAVINDINI ,,,KYAMATULA SEC ,,,,,
,58,NYAANI ,,,KIKASO SEC ,,,,,
,59,MUNGA ,,,MIONDONI DAY SEC ,,,,,
,60,MBAKI ,,,WA KAELA SEC ,,,,,
,61,KILEMBWA ,,,ST PIUS KATHA DAY ,,,,,
,62,SOFIA ,,,KILEMBWA SEC ,,,,,
,63,MWAASUA ,,,MWAASUA SEC ,,,,,
,64,NDEINI MKT ,,,MBAKI SCH FOR MENTALLY ,,,,,
,65,MAAZONI ,,,,,,,,
,66,ATHARA ,,,,,,,,
,67,WAKAELA ,,,,,,,,
,68,,,,,,,,,
,TOTAL,67,,,40,0,,12,0,
MWALA CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
KIBAUNI ,1,KITETENI MKT ,3,,MATULANI SEC ,5,,,,
,2,KATHIANI MKT ,2,,MUKUYUNI SEC ,1,,,,
,3,KONZA MKT ,4,,,,,,,
,4,KIKUUMINI ,5,,,,,,,
,5,KIVANI MKT ,7,,,,, ,,
,6,KASENGELA ,5,,,,, ,,
,7,UVANGA (CUSTOM),10,,,,, ,,
,8,KYOWANI ,3,,,,, ,,
,9,ITOONI ,7,,,,, ,,
,10,KIVALANI ,5,,,,, ,,
MWALA /MAKUTANO ,12,KWA STEPHEN ,2,,MATHUNTHINI SEC ,1.7,,MATHIMA DISP ,1,
,13,KYENGO KYA AKA,2,,KYAMUTWII POLY ,3.5,,KALOLENI DISP ,2,
,14,MBUSYANI ,2,,IKUUMINI SEC ,2,,,,
,15,KIKULINI ,2,,,,,,,
,16,NDANDANI ,2,,,,,,,
,17,KWAWONGA ,2,,,,,,,
,18,KALULUINI MKT ,2,,,,,,,
,19,KAVILILA TC ,2.5,,,,,,,
,20,KIVII TC ,2.1,,,,,,,
,21,KYAMUTWII TC ,2,,,,,,,
,22,MATHUNTHINI MKT ,3.1,,,,,,,
,23,CASINO ,1.4,,,,,,,
,24,KAVUNYU MKT ,1.5,,,,,,,
,25,MAKOTONINI ,1.8,,,,,,,
,26,MATAKA ,1,,,,,,,
,27,KWAMUNYU MKT ,2.3,,,,,,,
,28,KIMATA HOMEGROUND ,1.3,,,,,,,
,29,KASEVE ,2.8,,,,, ,,
,30,KITHENI TC ,2.4,,,,, ,,
,31,ITUKANI TC ,1,,,,, ,,
,32,KWANYAA TC ,1,,,,, ,,
,33,KWAVALA TC ,1,,,,, ,,
,34,KITHAATHAI TC ,1,,,,, ,,
,35,KWA FATIH MWANZIA ,1,,,,, ,,
,36,KALOLENI MKT ,1,,,,,,,
,37,NGETANI TC ,1,,,,, ,,
,38,KWA KATUNGE TC ,2,,,,, ,,
MUTHETHENI ,39,NGOMANO TC ,7,,,,,NZEVENI DISP ,2,
,40,KITHUIA TC ,6,,,,, ,,
,41,YALAMIKWA TC ,3,,,,, ,,
,42,KIAONI TC ,4,,,,, ,,
,43,NZEVENI TC ,2,,,,, ,,
WAMUNYU ,44,NGANGANI ,2,, ,,,KWA KAELA DISP,2,
,45,KYEENGAI ,4,, ,,,KAIANI DISP,2,
,46,KITHIANI ,2,, ,,, ,,
,47,KITUMU ,2,,,,, ,,
,48,NDULUKU ,2,, ,,, ,,
,49,MWATATE ,2.5,, ,,, ,,
,50,CENTRE ,3,, ,,, ,,
,TOTAL,49,137.7,,5,,86.4,5,,0
SUMMARY ,,,,,,,,,,
, , ,,,NO,,,PERCENTAGE,,
, ,TOTAL FACILITIES   ,,,178,,, ,,
, ,ELECTRIFIED,,,119,,,67%,,
, ,NONELECTRIFIED,,,59,,,33%,,
YATTA CONSTITUENCY,,,,,,,,,,
ELECTRIFIED FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,,SEC SCHOOLS/POLY,,,HEALTH CENTRES,,
IKOMBE ,1,KINYAATA ,,,FR. MAKEWA HIGH SCH ,,,KINYAATA DISP ,,
,2,NGANGANI ,,,MAIUNI SEC ,,,KYASIONI DISP ,,
,3,KAAMANI ,,,BISHOP PAUL MUTUA SEC ,,,,,
,4,MAKUTANO ,,,TING'ANG'A SEC ,,,,,
,5,MAIUNI ,,,IKOMBE SEC ,,,,,
,6,KYASIONI ,,,KYASIONI SEC ,,,,,
,7,MWAMBATHAANA ,,,,,,,,
,8,KALYAMBEU,,,,,,,,
,9,MUNYIIKI ,,,,,,,,
,10,IKOMBE TINGANGA ,,,,,,,,
,11,KITHITO ,,,,,,,,
KATANGI ,12,,,,KATANGI SEC ,,,,,
,13,,,,KYUA SEC ,,,,,
,14,,,,KATANGI POLY ,,,,,
,15,,,,KIKUYUNI SEC ,,,,,
,16,,,,NGUUBUNU SEC ,,,,,
,17,,,,MEKININGI SEC ,,,,,
,18,,,,SYOKISINGA SEC ,,,,,
,19,,,,KANIANI SEC ,,,,,
,20,,,,ST MARTIN SEC ,,,,,
,21,,,,YUMBUNI SEC ,,,,,
KITHIMANI ,22,KIAONI TC ,,,KAUMONI SEC ,,,,,
,23,KALUKUNI ,,,KALUKUNI SEC ,,,,,
,24,KIMANGU MKT ,,,KITHENDU SEC ,,,,,
,25,KITHIMANI ,,,,,,,,
,26,MAMBA ,,,,,,,,
,27,MAKUTANO ,,,,,,,,
,28,SOFIA ,,,,,,,,
,29,KAUUMBU ,,,,,,,,
,30,KIOSYONI ,,,,,,,,
,31,ABC MAKUTANO ,,,,,,,,
,32,KASUA NGOUE ,,,,,,,, 
MATUU,33,,,,MATUU HGM DAY SEC ,,,,,
NDALANI ,34,KAMBI MAWE ,,,MANDONI SEC ,,,ST KIZITO CATHOLIC DISP ,,
,35,KISRIKI MKT ,,,ST PHILIP SEC ,,,KISIIKI DISP ,,
,36,KWAKULU ,,,KIVINGONI SEC ,,,KWAKULU DISP ,,
,37,MATANGINI UPPER ,,,NDALANI SEC ,,,NDALANI DISP ,,
,38,MATANGINI LOWER ,,,MBEMBANI SEC ,,,KIVINGONI DISP ,,
,39,KIWANGANI ,,,ST JAMES KUMARITHI SEC ,,,MBEMBANI DISP ,,
,40,ILUMANTHI ,,,IVIANI SEC ,,,,,
,41,NDALANI ,,,,,,,,
,42,INIFINZAANI ,,,,,,,,
,43,KIVINGONI ,,,,,,,,
,44,MBEMBANI ,,,,,,,,
,45,,,,,,,,,
,46,,,,,,,,,
,47,,,,,,,,,
,48,,,,,,,,,
,TOTAL,43,,,37,,,15,,
YATTA CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
IKOMBE ,1,TULIMA ,6,,MATHINGAU POLY ,6,,KIKESA DISP,5,
,2,KILAATU ,4,,KALYAMBEU POLY ,5,,,,
,3,KATUTUNI ,3,,KIKESA SEC ,5,,,,
,4,MUUSINI/MALAVA ,,,MATHINGAU SEC ,5,,,,
,5,KIKESA ,6,,GOOD HOPE KILAATU SEC ,5,,,,
,6,INYUBUNI ,4,,KINAKA SEC ,3,,,,
,7,MATHINGAU ,6,,KITHEUNI SEC ,6,,,,
,8,KANGOKO ,10,,MWAMBATHAANA SEC ,4,,,,
,9,KAMUTHANBYA ,10,,KIONYWENI SEC ,7,,,,
,10,NDALASYANI ,3,,,,,,,
,11,KITHEUNI ,6,,,,,,,
KATANGI ,12,KALULINI MKT ,4,,KAVINGO SEC ,20,,KISESINI DISP ,20,
,13,MLOLONGO MKT ,6,,,,,,,
,14,KIMANGU MKT ,8,,,,,,,
,15,MASAANI MKT ,5,,,,,,,
,16,KISESINI MKT ,20,,,,,,,
,17,NDIUNI MKT ,10,,,,,,,
,18,SOKOTAMU MKT ,8,,,,,,,
,19,MAKINA MKT ,6,,,,,,,
,20,MALATANI MKT ,2,,,,,,,
,21,MUUSINI MKT ,5,,,,,,,
,22,MALABA MKT ,5,,,,,,,
KITHIMANI ,23,,,,KAMBI YA NDEGE ,1,,KITHIMANI DISP ,1,
,24,,,,KWAKITEMA SEC ,3,,KALUKUNI DISP ,3,
,25,,,,KAUMONI SEC ,2,,KAUTHULINI DISP ,4,
,26,,,,GREAT  GENIOUS SEC ,2,,,,
MATUU,27,MBINGONI ,5,,MBINGONI SEC ,5,,MASEWANI DISP ,5,
,28,KWAMUAMBI ,3,,KWAMWATU SEC ,4,,KAONYWENI DISP ,5,
,29,ITHEKETHINI ,5,,ITHEKETHINI SEC ,5,,KWAMWATU ,4,
,30,KATHANGATHINI ,5,,MAKALALA SEC ,2,,,,
,31,KAMUU ,4,,,,,,,
,32,KWAMATU ,4,,,,,,,
,33,KASYUKI ,5,,,,,,,
,34,MASEWENI ,5,,,,,,,
,35,ISAANI MKT ,4,,,,,,,
,36,IVIANI/KAMWALA ,3,,,,,,,
,37,SCHEME ,2,,,,,,,
NDALANI ,38,KIWANZA MKT ,7,,KIWANZA SEC ,7,,NTHUNGULU DISP ,8,
,39,NTHUNGULULU MKT ,8,,ST CHARLES SEC ,9,,,,
,40,UVOUNI ,10,,,,,,,
,41,KITHYOLO ,4,,,,,,,
,42,BANDA SALAMA ,5,,,,,,,
,TOTAL,37,216,,0,106,102.8,0,55,0
SUMMARY ,,,,,,,,,,
, , ,,,NO,,,PERCENTAGE,,
, ,TOTAL FACILITIES   ,,,132,,, ,,
, ,ELECTRIFIED,,,95,,,72%,,
, ,NONELECTRIFIED,,,37,,,28%,,
MAKUENI COUNTY,,,,,,,,,,
KAITI CONSTITUENCY,,,,,,,,,,
  ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,,SEC SCHOOLS/POLY,,,HEALTH CENTRES,,
KILUNGU ,1,ITHEMBONI ,,,NUNGUNO SEC ,,,KILUNGU DISP ,,
,2,NUNGENI ,,,KUTULYE SEC ,,,KIKOKO DISP ,,
,3,KIKOKO ,,,KILUNGU BOYS ,,,,,
,4,KALONGO ,,,ST LUCIA GIRLS SEC ,,,,,
,5,KISYANI ,,,KULULYA SEC ,,,,,
,6,KITHANGATHINI ,,,KITHANGATHINI SEC ,,,,,
,7,KAUTI ,,,KYAMATHEKA SEC ,,,,,
,8,NDIOMINO ,,,PRECIOUS BLOOD SEC ,,,,,
,9,,,,INYOKONI SEC ,,,,,
,10,,,,THOMANDU SEC ,,,,,
,11,,,,KAUTI POLY ,,,,,
UKIA ,12,KAUMONI ,,,KAUMONI BOYS SEC ,,,KYUASINI H/C ,,
,13,ITANGINI ,,,KYUASINI SEC ,,,MUKUYUNI H/C,,
,14,KILALA ,,,KYAMUTHEI SEC ,,,IKALYONI DISP ,,
,15,UKIA ,,,MUKUYUNI SEC ,,,KYAU (TX NEEDED),,
,16,KYUASINI ,,,KILALA SEC ,,,KILALA DISP ,,
,17,IKALYONI ,,,KYUMU MIXED SEC ,,,,,
,18,KYAMUTHEI ,,,UKIA GIRLS SEC ,,,,,
,19,MUKUYUNI ,,,UKIA MIXED SEC ,,,,,
,20,KYAU ,TX ,,,,,,,
ILIMA ,21,MUSALALA ,,,ISOVYA SEC ,,,KYAMBEKE DISP ,,
,22,NZUKINI ISOVYA ,,,MWAANI SEC ,,,,,
,23,KYAMBEKE ,,,,,,,,
,24,MWAANI ,,,,,,,,
KEE,25,KIVANI MKT ,,,KIVANI SEC ,,,KEE DISP ,,
,26,MWEA ,,,MWEA SEC ,,,KIVANI DISP ,,
,27,NGILUNI MKT ,,,NGILUNI SE C,,,,,
,28,KEE ,,,KITANDI SEC ,,,,,
,29,KITANDI ,,,MUTULANI SEC ,,,,,
,30,WATEMA ,,,KASUNGUNI SEC ,,,,,
,31,NGULUNI ,,,KEE SEC ,,,,,
,32,MUTULANI ,,,ST MARYS KOLA ,,,,,
,33,KASUNGUNI ,,,KOLA SEC ,,,,,
,34,,,,NGULUNI SEC ,,,,,
,TOTAL,30,,,31,,,10,,
KAITI CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,DIST KM,COST ,SEC SCHOOLS/POLY,DIST KM,COST ,HEALTH CENTRES,DIST KM,COST 
KILUNGU ,1,NYAANI MKT ,3,3.6,KITULUNI POLY ,2,2.4,MBUINI DISP ,2.5,
,2,NDEINI MKT ,2,2.4,NZEENI POLY ,2,2.4,KAIA DISP,3,
,3,MUTANDA MKT ,3,3.6,KISEKINI SEC ,1,1.2,KYANGANDA DISP,3,
,4,UTUMO UMU ,3,3.6,,,,,,
,5,KYAMBITI ,2,2.4,,,,,,
,6,KAMWANYANI ,2,2.4,,,,,,
,7,ITAMBANI ,1,1.2,,,,,,
,8,ITHEMBONI ,1,1.2,,,,,,
,9,KAIA ,2,2.4,,,,,,
,10,KISEKINI ,1,1.2,,,,,,
UKIA ,11,YATHONZA ,3,3.6,NTHUKULA ABC ,3.5,4.2,NTHIMBANI DISP,5,
,12,KINYUANI MKT ,3,3.6,IUANI AIC SEC  ,6,7.2,ITITHINI DISP ,4,
,13,NTHIMBANI ,3.5,4.2,ST ANTHONY IUANI ,6.5,7.8,NTHANGU DISP ,2,
,14,MATINDINI ,4.5,5.4,IUANI ABC SEC ,7,8.4,,,
,15,MITHUMONI ,6.5,7.8,KINYUANI SEC ,3,3.6,,,
,16,COIRNER MKT ,,,,,,,,
,17,MBONDO MKT ,,,,,,,,
,18,ITITHINI ,3,3.6,,,,,,
,19,KINYONGO ,2.5,3,,,,,,
,20,KISYUNGII ,2.5,3,,,,,,
,21,KWA ISIKA ,2,2.4,,,,,,
ILIMA ,22,NZUKINI/MUSALALA ,1,1.2,KYANGA SEC ,1,1.2,MUSALALA DISP,1,
,23,KILUNGU ,3,3.6,MUSALALA SEC ,1,1.2,KAVATANZOU DISP ,1,
,24,KAVATANZAU ,1,1.2,KATIKOMU SEC ,3,3.6,KYENZENZENI DISP,1,
,25,KIVUTINI ,2,2.4,WAUTU SEC ,1,1.2,,,
,26,ISOVYA ,1,1.2,KYAKATUNI SEC ,3,3.6,,,
,27,KIVWAUNI ,1,1.2,KYAMUOSO SEC ,1,1.2,,,
,28,KIKUSWI ,1,1.2,ENGAYU SEC ,2,2.4,,,
,29,KILULUINI ,3,3.6,KITUNDUMO POLY ,1,1.2,,,
,30,KITHIONI ,1,1.2,ISOVYA POLY ,1,1.2,,,
,31,KYAKITHUKU ,1,1.2,NZUKINI POLY ,1,1.2,,,
,32,KIAONI/MAKUTI ,1,1.2,KYANGEE POLY ,1,1.2,,,
,33,KATIKOMU ,1,1.2,KYAOGA SEC ,1,1.2,,,
,34,WAUTU ,1,1.2,KYAKATONI SEC ,3,3.6,,,
,35,KYAKATONI ,3,3.6,,,,,,
,36,KITITUNI ,3,3.6,,,,,,
,37,KATONDOLONI ,1,1.2,,,,,,
,38,IKALYONI ,3,3.6,,,,,,
,39,MWANYATAA ,3,3.6,,,,,,
,40,NZEVENI MKT ,1,1.2,,,,,,
,41,KIUMONI ,2,2.4,,,,,,
KEE,42,MAVIA MEU ,2,2.4,KYAMWALYE POLY ,2.5,3,KITHUNI DISP ,2,
,43,KITHUNI ,2,2.4,KYANDUYA POLY ,1,1.2,MANGALA DISP ,1,
,44,KAVANDINI MKT ,2.5,3,,,,,,
,45,KITHEUNI (MATUNI ),1,1.2,,,,,,
,46,BEACH MWEA `,1.5,1.8,,,,,,
,47,MAVIA MEU A ,5,6,,,,,,
,48,MAVIA MEU B,5,6,,,,,,
,49,MATANGI ,7.5,9,,,,,,
,50,KYAMWALULA ,8,9.6,,,,,,
,51,KIKONGOONI ,3,3.6,,,,,,
,TOTAL,50,122,146.4,23,54.5,65.4,11,25.5,30.6
SUMMARY ,,,,,,,,,,
, , ,,,NO,,,PERCENTAGE,,
, ,TOTAL FACILITIES   ,,,155,,, ,,
, ,ELECTRIFIED,,,71,,,46%,,
, ,NONELECTRIFIED,,,84,,,54%,,
KIBWEZI EAST CONSTITUENCY,,,,,,,,,,
  ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
THANGE ,1,KINYAMBU,,,ST MARYS KINYAMBU SEC ,,,KIBWEZI SUB DIST HOSP ,,
,2,THANGE ,,,UTIITHI SEC ,,,,,
,3,MACHINERY ,,,ST ANNES MACHINERY ,,,,,
,4,UTIITHI ,,,PCEA SEC ,,,,,
,5,KINTASYU MKT ,WIP,,ST JOSEPH SEC ,,,,,
,6,KASASULE ,WIP,,,,,,,
,7,METAVA ,WIP,,,,,,,
,8,MASONGA MKT ,,,,,,,,
NZAMBONI ,9,KAMBU ,,,MATULANI SEC ,,,NTHONGONI DISP ,,
,10,NZEVENI MKT ,,,KITHINGIISYO SEC ,,,IVINGONI DISP ,,
,11,KATIVANI ,,,NGOMANO /KIUANI ,,,IIANI DISP,,
,12,NTHONGONI ,,,KOMBOYOO GIRLS SEC,,,,,
,13,MISUUNI ,,,IIANI SEC ,,,,,
,14,MANGELETE ,,,IVINGONI ,,,,,
,15,TIMBONI ,,,MUTHINGINI SEC ,,,,,
,16,SONGEA ,,,KASUE GIRLS SEC ,WIP,,,,
,17,ILL SIDE ,,,,,,,,
,18,KWA KITHOKOI ,,,,,,,,
,19,NZAMBANI ,,,,,,,,
,20,IVINGONI ,,,,,,,,
,21,IIAITUNU ,,,,,,,,
,22,MUTHINGIINI ,,,,,,,,
,23,NZWII,,,,,,,,
MTITO ANDEI ,24,KAMBU MKT ,,,JOANA CAHSE ,,,MTITO ANDEI DISP,,
,25,MTITO ANDEI ,,,DARAYANI SEC ,,,KAMBU DISP ,,
,26,,,,KAMBU PREMIER SEC ,,,,,
,27,,,,KAMINA THINA SEC ,,,,,
,28,,,,SILANGA (ON SUPPLY),,,,,
,29,,,,KATHEKANI SEC (ON SUPPLY ),,,,,
,30,,,,KAMULALANI (ON SUPPLY),,,,,
MASONGALENI ,31,NDAUNI ,,,NDAUNI SEC ,,,KYUMANI DISP ,,
,32,KYUMANI,,,KYUMANI SEC ,,,MASONGALENI DISP ,,
,33,MAKUTANO ,,,MAKUTANO SEC ,,,,,
,34,MASAKU NDOGO ,,,MASAKU NDOGO SEC ,,,,,
,35,MACHINERRY (PART),,,ULILINZI SEC ,,,,,
,36,NGWATA ,,,NGWATA SEC ,,,,,
,37,ULILINZI ,,,,,,,,
,TOTAL,32,,,26,,,8,,
KIBWEZI EAST CONSTITUENCY,,,,,,,,,,
UNELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,DIST KM,COST ,SEC SCHOOLS/POLY,DIST KM,COST ,HEALTH CENTRES,DIST KM,COST 
THANGE ,1,ITUUMO MKT ,20,,PROF SUMBI SEC ,25,,KASASULE H/C ,20,
,2,MAIKUU ,15,,USALAMA SEC ,15,,KYAANI DISP ,20,
,3,MUUSINI ,15,,PROF KALOKI SEC ,15,,KINYAMBU DISP ,7,
,4,USALAMA ,10,,MAIKUU SEC ,10,,,,
,5,NGOKOLANI ,30,,KYAANI SEC ,20,,,,
,6,KYAANI MKT ,20,,KIVUTHINI SEC ,15,,,,
,7,ITHAAYONI ,18,,KITHASYU SEC ,30,,,,
,8,ISUNGULUNI ,5,,NGOKOLANI (NOT BUILD ),PROPOSED,,,,
,9,KITHAASYU MKT ,30,,ST PETERS THANGE SEC ,5,,,,
,10,KALULU MKT ,20,,MASONGA SEC ,3,,,,
,11,KIUMBI (IVOLENI),25,,KALULU SEC ,20,,,,
,12,SOKOMOKO KITHAASYU ,25,,,,,,,
,13,MAKUTANO KITHAASYU ,25,,,,,,,
,14,MIUMONI MKT ,28,,,,,,,
NZAMBONI ,15,KIKWASUNI MKT ,3,,TSAVO WEST ,5,,NZEVENI DISP,1,
,16,KWA NOAH ,1,,MWITASYANO SEC ,5,,,,
,17,KASIKWA ,1,,KOMBOYOO GIRLS SEC ,1,,,,
,18,MAKOKANI MKT ,3,,,,,,,
,19,KAVILILA ,5,,,,,,,
,20,IVIANI KWA MATUNDU ,4,,,,,,,
,21,YUMBUNI ,3,,,,,,,
,22,UTU ,3,,,,,,,
,23, MUKAMENI ,3,,,,, ,,
,24,YUMBUNI ,1,,,,, ,,
,25,KALEMBWANI ,2,,,,, ,,
,26,KONGO ,6,,,,, ,,
,27,NGILUNI MKT ,10,,,,, ,,
,28,MUKANDA ,5,,,,, ,,
,29,KATHIANI ,3,,,,, ,,
,30,MBOTELA ,5,,,,, ,,
,31,KATHEKA KAI ,4,,,,, ,,
,32,MWITASYANO ,5,,,,, ,,
,33,MWAANI ,4,,,,, ,,
,34,SYANDANI ,4,,,,, ,,
,35,KIUNDWANI ,3,,,,, ,,
,36,KITHEINI ,8,,,,, ,,
,37,MUTOMO ,4,,,,, ,,
,38,VONDENI ,9,,,,, ,,
MTITO ANDEI ,39,MUTHESYA ,3,,MLANGENI SEC ,2,,NGILUNI DISP,20,
,40,MWAANI ,10,,SYUSYANI SEC ,8,,NTHUNGUNI DISP ,10,
,41,NGILUNI MKT ,10,,MAVINDINI SEC ,19,,KATHEKANI DISP,2,
,42,KAMUNYU ,10,,MBEETWANI SEC ,8,,KITENGEI DISP ,18,
,43,SYUSYANI ,8,,MISUUNI SEC ,12,,NZOILA DISP`8,,
,44,NTHUNGUNI ,6,,YUMBUNI (MASONGALENI),,,ATHI MWAKILA ,25,
,45,MALAIKA ,7,,YINDUNDU SEC ,23,, ,,
,46,MBETWANI ,8,,KITENGEI SEC ,18,, ,,
,47,ATHI MAKUTANO ,20,,KALIMANI SEC ,5,, ,,
,48,SONGEA ,10,,NZOILA SEC ,8,, ,,
,49,KATHEKANI ,6,,,,, ,,
,50,NZOILA ,3,,,,, ,,
,51,MISUUNI ,12,,,,, ,,
,52,MWAKILA ,25,,,,, ,,
,53,YINDUNDU ,23,,,,, ,,
,54,KILUMILO ,22,,,,, ,,
,55,KITENGEI ,18,,,,, ,,
,56,YIKIVUMBU ,24,,,,, ,,
,57,KALIMANI,23,,,,, ,,
,58,MITOONI ,17,,,,, ,,
,59,KALATA ,6,,,,,,,
,60,MAVINDINI ,19,,,,, ,,
MASONGALENI ,61,MITONGUNI MKT ,5,,MWANYANI SEC ,8,,MIUMONI DISP ,7,
,62,MIUMONI MKT ,7,,KITHYULULU SEC ,5,,KITHYULULU DISP ,5,
,63,MWANYANI ,8,,UTINI SEC ,10,,NGWATA ,4,
,64,KATHIANI ,10,,KYANGULU ,6,,,,
,65,IILUNI ,8,,YUMBUNI ,20,,,,
,66,MWEINI MKT ,9,,ITITI ,20,,,,
,67,KYUASINI ,9,,YIKITAA ,40,,,,
,68,MWAANI ,20,,UTINI POLY ,10,,,,
,69,MIAMI ,15,,,,,,,
,70,KATIVANI MKT ,17,,,,,,,
,71,YUMBUNI ,20,,,,,,,
,72,KIAMBANI ,25,,,,,,,
,73,KATULYE ,30,,,,,,,
,74,KAVATINI ,20,,,,,,,
,75,KYASINI ,15,,,,,,,
,76,KITHIANI ,35,,,,,,,
,77,YIKITAA,40,,,,,,,
,78,MUNYENZE ,30,,,,,,,
,79,KIANGE ,25,,,,,,,
,80,ATHI SALAMA ,45,,,,,,,
,81,ATHI MIANGESI  ,45,,,,,,,
,82,KAVATINI ,20,,,,,,,
,83,LUKENYA ,22,,,,,,,
,84,KITHYULULU ,30,,,,,,,
,85,WANDEI ,35,,,,,,,
,86,MUANGENI ,40,,,,,,,
,87,UTINI ,35,,,,,,,
,88,YIKIVUTHI ,40,,,,,,,
,TOTAL,88,1335,1602,32,391,469.2,44,139,166.8
SUMMARY ,,,,,,,,,,
, , ,,,NO,,,PERCENTAGE,,
, ,TOTAL FACILITIES   ,,,230,,, ,,
, ,ELECTRIFIED,,,66,,,29%,,
, ,NONELECTRIFIED,,,164,,,71%,,
KIBWEZI WEST CONSTITUENCY,,,,,,,,,,
  ELECTRIFIED PUBLIC FACILITIES,,,,,,,,,,
WARD,NO.,TRADING CENTRES,,COST ,SEC SCHOOLS/POLY,,COST ,HEALTH CENTRES,,COST 
MAKINDU ,1,,,,MUMBE BOYS SEC ,,,KIBOKO DISP ,,
,2,,,,ST ANN KIBOKO SEC ,,,MAKINDU CATHOLIC DISP ,,
,3,,,,MAKINDU HIGH SCH ,,,MAKINDU NURSING HOME ,,
,4,,,,KYENI HIGH ,,,MAKINDU DISTRICT HOSP ,,
,5,,,,MOTHER TERESA GIRLS SEC ,,,,,
,6,,,,KYULU DRIVING SCH,,,,,
,7,,,,MUMBUNI ENG DRIVING ,,,,,
,8,,,,ALL NATION CAMPS ,,,,,
,9,,,,NTHIA SEC ,,,,,
KUKUMBULYU NORTH ,10,KATHYAKA MKT ,,,KISAYANI SEC ,,,KATHYAKA DISP ,,
,11,NGAIKINI ,,,KATHYAKA SEC ,,,KIAONI DISP ,,
,12,KIAONI ,,,KIAONI SEC ,,,,,
,13,MAKAANI ,,,NGAIKINI SEC ,,,,,
,14,FREE TOWN,,,NGUMULA SEC ,,,,,
,15,SOKO MUYO ,,,NYAYO SEC ,,,,,
,16,NYAYO ,,,KISAYANI SEC ,,,,,
,17,KISAYANI ,,,,,,,,
,18,MASALANI,,,,,,,,
,19,ITHIMULA ,,,,,,,,
,20,MILANGONI ,,,,,,,,
NGUU/MASUMBA ,21,YIKIVUMBU MKT ,WIP,,MASUMBA SEC ,,,MASUMBA DISP ,,
,22,KATANGI MKT ,WIP,,GOOD SHEPHERED GIRLS ,,,KIKUMINI H/C ,,
,23,KATULANI ,,,KIKUMINI SEC ,,,MATUTU DISP,WIP,
,24,KWANDAVA ,WIP,,MATUTU SEC ,WIP,,MWEINI DISP ,WIP,
,25,KYENI ,WIP,,MII ,WIP,,NDUGUNI DISP ,WIP,
,26,MAKUTANO ,WIP,,MWEINI SEC ,WIP,,VOLOLO DISP ,WIP,
,27,MATUTU ,WIP,,NDUTANI SEC ,WIP,,YIKIVUMBU DISP ,WIP,
